series,contestant,episode,var,value
11,Sarah Kendall,4,win,1.0
11,Sarah Kendall,4,score_win,23.0
11,Sarah Kendall,5,score,12.0
11,Sarah Kendall,5,win,0.0
11,Sarah Kendall,6,score,16.0
11,Sarah Kendall,6,win,0.0
11,Sarah Kendall,7,score,12.0
11,Sarah Kendall,7,win,0.0
11,Sarah Kendall,8,score,12.0
11,Sarah Kendall,8,win,0.0
11,Sarah Kendall,9,score,16.0
11,Sarah Kendall,9,win,0.0
11,Sarah Kendall,10,score,12.0
11,Sarah Kendall,10,win,0.0
12,Alan Davies,1,score,15.0
12,Alan Davies,1,win,0.0
12,Alan Davies,2,score,16.0
12,Alan Davies,2,win,0.0
12,Alan Davies,3,score,14.0
12,Alan Davies,3,win,0.0
12,Alan Davies,4,score,21.0
12,Alan Davies,4,win,1.0
12,Alan Davies,4,score_win,21.0
12,Alan Davies,5,score,14.0
12,Alan Davies,5,win,0.0
12,Alan Davies,6,score,14.0
12,Alan Davies,6,win,0.0
12,Alan Davies,7,score,16.0
12,Alan Davies,7,win,0.0
12,Alan Davies,8,score,21.0
12,Alan Davies,8,win,1.0
12,Alan Davies,8,score_win,21.0
12,Alan Davies,9,score,11.0
12,Alan Davies,9,win,0.0
12,Alan Davies,10,score,19.0
12,Alan Davies,10,win,0.0
12,Desiree Burch,1,score,16.0
12,Desiree Burch,1,win,0.0
12,Desiree Burch,2,score,16.0
12,Desiree Burch,2,win,0.0
12,Desiree Burch,3,score,21.0
12,Desiree Burch,3,win,1.0
12,Desiree Burch,3,score_win,21.0
12,Desiree Burch,4,score,15.0
12,Desiree Burch,4,win,0.0
12,Desiree Burch,5,score,8.0
12,Desiree Burch,5,win,0.0
12,Desiree Burch,6,score,17.0
12,Desiree Burch,6,win,0.0
12,Desiree Burch,7,score,17.0
12,Desiree Burch,7,win,0.0
12,Desiree Burch,8,score,9.0
12,Desiree Burch,8,win,0.0
12,Desiree Burch,9,score,21.0
12,Desiree Burch,9,win,1.0
12,Desiree Burch,9,score_win,21.0
12,Desiree Burch,10,score,21.0
12,Desiree Burch,10,win,0.0
12,Guz Khan,1,score,14.0
12,Guz Khan,1,win,0.0
12,Guz Khan,2,score,20.0
12,Guz Khan,2,win,1.0
12,Guz Khan,2,score_win,20.0
12,Guz Khan,3,score,14.0
12,Guz Khan,3,win,0.0
12,Guz Khan,4,score,14.0
12,Guz Khan,4,win,0.0
12,Guz Khan,5,score,21.0
12,Guz Khan,5,win,1.0
12,Guz Khan,5,score_win,21.0
12,Guz Khan,6,score,19.0
12,Guz Khan,6,win,1.0
12,Guz Khan,6,score_win,19.0
12,Guz Khan,7,score,8.0
12,Guz Khan,7,win,0.0
12,Guz Khan,8,score,21.0
12,Guz Khan,8,win,1.0
12,Guz Khan,8,score_win,21.0
12,Guz Khan,9,score,14.0
12,Guz Khan,9,win,0.0
12,Guz Khan,10,score,22.0
12,Guz Khan,10,win,1.0
12,Guz Khan,10,score_win,22.0
12,Morgana Robinson,1,score,17.0
12,Morgana Robinson,1,win,1.0
12,Morgana Robinson,1,score_win,17.0
12,Morgana Robinson,2,score,17.0
12,Morgana Robinson,2,win,0.0
12,Morgana Robinson,3,score,18.0
12,Morgana Robinson,3,win,0.0
12,Morgana Robinson,4,score,13.0
12,Morgana Robinson,4,win,0.0
12,Morgana Robinson,5,score,17.0
12,Morgana Robinson,5,win,0.0
12,Morgana Robinson,6,score,17.0
12,Morgana Robinson,6,win,0.0
12,Morgana Robinson,7,score,14.0
12,Morgana Robinson,7,win,0.0
12,Morgana Robinson,8,score,19.0
12,Morgana Robinson,8,win,0.0
12,Morgana Robinson,9,score,18.0
12,Morgana Robinson,9,win,0.0
12,Morgana Robinson,10,score,18.0
12,Morgana Robinson,10,win,0.0
12,Victoria Coren Mitchell,1,score,12.0
12,Victoria Coren Mitchell,1,win,0.0
12,Victoria Coren Mitchell,2,score,13.0
12,Victoria Coren Mitchell,2,win,0.0
12,Victoria Coren Mitchell,3,score,13.0
12,Victoria Coren Mitchell,3,win,0.0
12,Victoria Coren Mitchell,4,score,16.0
12,Victoria Coren Mitchell,4,win,0.0
12,Victoria Coren Mitchell,5,score,10.0
12,Victoria Coren Mitchell,5,win,0.0
12,Victoria Coren Mitchell,6,score,9.0
12,Victoria Coren Mitchell,6,win,0.0
12,Victoria Coren Mitchell,7,score,18.0
12,Victoria Coren Mitchell,7,win,1.0
12,Victoria Coren Mitchell,7,score_win,18.0
12,Victoria Coren Mitchell,8,score,9.0
12,Victoria Coren Mitchell,8,win,0.0
12,Victoria Coren Mitchell,9,score,8.0
12,Victoria Coren Mitchell,9,win,0.0
12,Victoria Coren Mitchell,10,score,13.0
12,Victoria Coren Mitchell,10,win,0.0
13,Ardal O'Hanlon,1,score,10.0
13,Ardal O'Hanlon,1,win,0.0
13,Ardal O'Hanlon,2,score,15.0
13,Ardal O'Hanlon,2,win,0.0
13,Ardal O'Hanlon,3,score,11.0
13,Ardal O'Hanlon,3,win,0.0
13,Ardal O'Hanlon,4,score,17.0
13,Ardal O'Hanlon,4,win,1.0
13,Ardal O'Hanlon,4,score_win,17.0
13,Ardal O'Hanlon,5,score,21.0
13,Ardal O'Hanlon,5,win,1.0
13,Ardal O'Hanlon,5,score_win,21.0
13,Ardal O'Hanlon,6,score,12.0
13,Ardal O'Hanlon,6,win,0.0
13,Ardal O'Hanlon,7,score,20.0
13,Ardal O'Hanlon,7,win,0.0
13,Ardal O'Hanlon,8,score,18.0
13,Ardal O'Hanlon,8,win,0.0
13,Ardal O'Hanlon,9,score,14.0
13,Ardal O'Hanlon,9,win,0.0
13,Ardal O'Hanlon,10,score,15.0
13,Ardal O'Hanlon,10,win,0.0
13,Bridget Christie,1,score,16.0
13,Bridget Christie,1,win,0.0
13,Bridget Christie,2,score,16.0
13,Bridget Christie,2,win,0.0
13,Bridget Christie,3,score,25.0
13,Bridget Christie,3,win,1.0
13,Bridget Christie,3,score_win,25.0
13,Bridget Christie,4,score,16.0
13,Bridget Christie,4,win,0.0
13,Bridget Christie,5,score,11.0
13,Bridget Christie,5,win,0.0
13,Bridget Christie,6,score,9.0
13,Bridget Christie,6,win,0.0
13,Bridget Christie,7,score,19.0
13,Bridget Christie,7,win,0.0
13,Bridget Christie,8,score,20.0
13,Bridget Christie,8,win,1.0
13,Bridget Christie,8,score_win,20.0
13,Bridget Christie,9,score,7.0
13,Bridget Christie,9,win,0.0
13,Bridget Christie,10,score,18.0
13,Bridget Christie,10,win,0.0
13,Chris Ramsey,1,score,23.0
13,Chris Ramsey,1,win,1.0
13,Chris Ramsey,1,score_win,23.0
13,Chris Ramsey,2,score,18.0
13,Chris Ramsey,2,win,1.0
13,Chris Ramsey,2,score_win,18.0
13,Chris Ramsey,3,score,13.0
13,Chris Ramsey,3,win,0.0
13,Chris Ramsey,4,score,17.0
13,Chris Ramsey,4,win,1.0
13,Chris Ramsey,4,score_win,17.0
13,Chris Ramsey,5,score,11.0
13,Chris Ramsey,5,win,0.0
13,Chris Ramsey,6,score,15.0
13,Chris Ramsey,6,win,1.0
13,Chris Ramsey,6,score_win,15.0
13,Chris Ramsey,7,score,19.0
13,Chris Ramsey,7,win,0.0
13,Chris Ramsey,8,score,14.0
13,Chris Ramsey,8,win,0.0
13,Chris Ramsey,9,score,19.0
13,Chris Ramsey,9,win,1.0
13,Chris Ramsey,9,score_win,19.0
13,Chris Ramsey,10,score,21.0
13,Chris Ramsey,10,win,0.0
13,Judi Love,1,score,10.0
13,Judi Love,1,win,0.0
13,Judi Love,2,score,14.0
13,Judi Love,2,win,0.0
13,Judi Love,3,score,16.0
13,Judi Love,3,win,0.0
13,Judi Love,4,score,16.0
13,Judi Love,4,win,0.0
13,Judi Love,5,score,11.0
13,Judi Love,5,win,0.0
13,Judi Love,6,score,11.0
13,Judi Love,6,win,0.0
13,Judi Love,7,score,24.0
13,Judi Love,7,win,0.0
13,Judi Love,8,score,10.0
13,Judi Love,8,win,0.0
13,Judi Love,9,score,17.0
13,Judi Love,9,win,0.0
13,Judi Love,10,score,13.0
13,Judi Love,10,win,0.0
13,Sophie Duker,1,score,18.0
13,Sophie Duker,1,win,0.0
13,Sophie Duker,2,score,13.0
13,Sophie Duker,2,win,0.0
13,Sophie Duker,3,score,16.0
13,Sophie Duker,3,win,0.0
13,Sophie Duker,4,score,16.0
13,Sophie Duker,4,win,0.0
13,Sophie Duker,5,score,13.0
13,Sophie Duker,5,win,0.0
13,Sophie Duker,6,score,15.0
13,Sophie Duker,6,win,1.0
13,Sophie Duker,6,score_win,15.0
13,Sophie Duker,7,score,28.0
13,Sophie Duker,7,win,1.0
13,Sophie Duker,7,score_win,28.0
13,Sophie Duker,8,score,19.0
13,Sophie Duker,8,win,0.0
13,Sophie Duker,9,score,13.0
13,Sophie Duker,9,win,0.0
13,Sophie Duker,10,score,22.0
13,Sophie Duker,10,win,1.0
13,Sophie Duker,10,score_win,22.0
14,Dara Ó Briain,1,score,17.0
14,Dara Ó Briain,1,win,0.0
14,Dara Ó Briain,2,score,30.0
14,Dara Ó Briain,2,win,1.0
14,Dara Ó Briain,2,score_win,30.0
14,Dara Ó Briain,3,score,17.0
14,Dara Ó Briain,3,win,0.0
14,Dara Ó Briain,4,score,19.0
14,Dara Ó Briain,4,win,0.0
14,Dara Ó Briain,5,score,19.0
14,Dara Ó Briain,5,win,0.0
14,Dara Ó Briain,6,score,10.0
14,Dara Ó Briain,6,win,0.0
14,Dara Ó Briain,7,score,21.0
14,Dara Ó Briain,7,win,1.0
14,Dara Ó Briain,7,score_win,21.0
14,Dara Ó Briain,8,score,9.0
14,Dara Ó Briain,8,win,0.0
14,Dara Ó Briain,9,score,22.0
14,Dara Ó Briain,9,win,0.0
14,Dara Ó Briain,10,score,20.0
14,Dara Ó Briain,10,win,1.0
14,Dara Ó Briain,10,score_win,20.0
14,Fern Brady,1,score,17.0
14,Fern Brady,1,win,0.0
14,Fern Brady,2,score,14.0
14,Fern Brady,2,win,0.0
14,Fern Brady,3,score,14.0
14,Fern Brady,3,win,0.0
14,Fern Brady,4,score,15.0
14,Fern Brady,4,win,0.0
14,Fern Brady,5,score,19.0
14,Fern Brady,5,win,0.0
14,Fern Brady,6,score,6.0
14,Fern Brady,6,win,0.0
14,Fern Brady,7,score,16.0
14,Fern Brady,7,win,0.0
14,Fern Brady,8,score,12.0
14,Fern Brady,8,win,0.0
14,Fern Brady,9,score,23.0
14,Fern Brady,9,win,1.0
14,Fern Brady,9,score_win,23.0
14,Fern Brady,10,score,8.0
14,Fern Brady,10,win,0.0
14,John Kearns,1,score,11.0
14,John Kearns,1,win,0.0
14,John Kearns,2,score,10.0
14,John Kearns,2,win,0.0
14,John Kearns,3,score,20.0
14,John Kearns,3,win,1.0
14,John Kearns,3,score_win,20.0
14,John Kearns,4,score,12.0
14,John Kearns,4,win,0.0
14,John Kearns,5,score,23.0
14,John Kearns,5,win,1.0
14,John Kearns,5,score_win,23.0
14,John Kearns,6,score,13.0
14,John Kearns,6,win,0.0
14,John Kearns,7,score,18.0
14,John Kearns,7,win,0.0
14,John Kearns,8,score,6.0
14,John Kearns,8,win,0.0
14,John Kearns,9,score,19.0
14,John Kearns,9,win,0.0
14,John Kearns,10,score,12.0
14,John Kearns,10,win,0.0
14,Munya Chawawa,1,score,14.0
14,Munya Chawawa,1,win,0.0
14,Munya Chawawa,2,score,21.0
14,Munya Chawawa,2,win,0.0
14,Munya Chawawa,3,score,11.0
14,Munya Chawawa,3,win,0.0
14,Munya Chawawa,4,score,9.0
14,Munya Chawawa,4,win,0.0
14,Munya Chawawa,5,score,20.0
14,Munya Chawawa,5,win,0.0
14,Munya Chawawa,6,score,14.0
14,Munya Chawawa,6,win,0.0
14,Munya Chawawa,7,score,8.0
14,Munya Chawawa,7,win,0.0
14,Munya Chawawa,8,score,21.0
14,Munya Chawawa,8,win,1.0
14,Munya Chawawa,8,score_win,21.0
14,Munya Chawawa,9,score,16.0
14,Munya Chawawa,9,win,0.0
14,Munya Chawawa,10,score,16.0
14,Munya Chawawa,10,win,0.0
14,Sarah Millican,1,score,18.0
14,Sarah Millican,1,win,1.0
14,Sarah Millican,1,score_win,18.0
14,Sarah Millican,2,score,16.0
14,Sarah Millican,2,win,0.0
14,Sarah Millican,3,score,17.0
14,Sarah Millican,3,win,0.0
14,Sarah Millican,4,score,22.0
14,Sarah Millican,4,win,1.0
14,Sarah Millican,4,score_win,22.0
14,Sarah Millican,5,score,17.0
14,Sarah Millican,5,win,0.0
14,Sarah Millican,6,score,19.0
14,Sarah Millican,6,win,1.0
14,Sarah Millican,6,score_win,19.0
14,Sarah Millican,7,score,15.0
14,Sarah Millican,7,win,0.0
14,Sarah Millican,8,score,17.0
14,Sarah Millican,8,win,0.0
14,Sarah Millican,9,score,18.0
14,Sarah Millican,9,win,0.0
14,Sarah Millican,10,score,15.0
14,Sarah Millican,10,win,0.0
