,origin_airport,dest_airport,airline,fare,nonstop,distance,origin_city,dest_city,passengers
1980,SFO,GRR,United Airlines,274.05832000000004,0,1965.616804974757,"San Francisco, CA","Grand Rapids, MI",240
1981,OAK,GRR,Southwest Airlines,294.14542,0,1955.1101046334109,"Oakland, CA","Grand Rapids, MI",240
1982,SJC,GRR,Southwest Airlines,256.61614,0,1949.706067042553,"San Jose, CA","Grand Rapids, MI",130
1983,SFO,GRR,Southwest Airlines,260.73181999999997,0,1965.616804974757,"San Francisco, CA","Grand Rapids, MI",110
1988,SFO,GSO,Delta Air Lines,355.33335,0,2333.4840845826857,"San Francisco, CA","Greensboro/High Point, NC",120
1989,SJC,GSO,Delta Air Lines,302.65,0,2312.658517976811,"San Jose, CA","Greensboro/High Point, NC",100
2001,SFO,GSP,Delta Air Lines,345.49998999999997,0,2233.258112723475,"San Francisco, CA","Greer, SC",140
2002,OAK,GSP,Southwest Airlines,248.29791,0,2223.943466881683,"Oakland, CA","Greer, SC",240
2068,SFO,BDL,United Airlines,281.9855,0,2624.868683388571,"San Francisco, CA","Hartford, CT",580
2069,SMF,BDL,Southwest Airlines,331.05172999999996,0,2557.612682002782,"Sacramento, CA","Hartford, CT",290
2070,SFO,BDL,United Airlines,391.2293700000001,1,2624.868683388571,"San Francisco, CA","Hartford, CT",310
2071,SJC,BDL,American Airlines,321.44197999999994,0,2608.992904269581,"San Jose, CA","Hartford, CT",100
2072,SFO,BDL,Southwest Airlines,283.40189,0,2624.868683388571,"San Francisco, CA","Hartford, CT",160
2073,SFO,BDL,Delta Air Lines,356.27234,0,2624.868683388571,"San Francisco, CA","Hartford, CT",340
2074,SJC,BDL,Southwest Airlines,338.09042000000005,0,2608.992904269581,"San Jose, CA","Hartford, CT",230
2075,OAK,BDL,Southwest Airlines,320.98762999999997,0,2614.35063585722,"Oakland, CA","Hartford, CT",590
2076,SFO,BDL,American Airlines,338.63997,0,2624.868683388571,"San Francisco, CA","Hartford, CT",260
2216,SFO,HOU,Southwest Airlines,216.50321,0,1648.9332725408801,"San Francisco, CA","Houston, TX",1000
2217,SMF,IAH,United Airlines,352.47860000000003,1,1609.303562667771,"Sacramento, CA","Houston, TX",1290
2218,OAK,HOU,Southwest Airlines,251.25207999999998,1,1642.0563230081311,"Oakland, CA","Houston, TX",5310
2219,OAK,HOU,Southwest Airlines,233.12272999999996,0,1642.0563230081311,"Oakland, CA","Houston, TX",660
2220,SFO,IAH,American Airlines,235.37235,0,1635.219327622955,"San Francisco, CA","Houston, TX",640
2221,SMF,HOU,Southwest Airlines,264.84263,0,1623.9937873252209,"Sacramento, CA","Houston, TX",2060
2222,SJC,IAH,United Airlines,302.9676,1,1607.8235707294339,"San Jose, CA","Houston, TX",960
2223,SFO,IAH,Frontier Airlines,82.000196,1,1635.219327622955,"San Francisco, CA","Houston, TX",4500
2224,SJC,IAH,American Airlines,305.56519,0,1607.8235707294339,"San Jose, CA","Houston, TX",250
2225,SFO,IAH,United Airlines,423.41885999999994,1,1635.219327622955,"San Francisco, CA","Houston, TX",7350
2226,OAK,IAH,Spirit Air Lines,76.540887,1,1628.238964307154,"Oakland, CA","Houston, TX",2600
2227,SMF,HOU,Southwest Airlines,256.1898,1,1623.9937873252209,"Sacramento, CA","Houston, TX",460
2228,SJC,HOU,Southwest Airlines,266.30607000000003,1,1621.3833114467789,"San Jose, CA","Houston, TX",430
2229,OAK,IAH,American Airlines,234.62501000000003,0,1628.238964307154,"Oakland, CA","Houston, TX",160
2230,SFO,IAH,Frontier Airlines,111.83417,0,1635.219327622955,"San Francisco, CA","Houston, TX",240
2231,SFO,IAH,United Airlines,315.48545,0,1635.219327622955,"San Francisco, CA","Houston, TX",790
2232,SJC,HOU,Southwest Airlines,269.64216,0,1621.3833114467789,"San Jose, CA","Houston, TX",880
2233,SMF,IAH,American Airlines,253.25272,0,1609.303562667771,"Sacramento, CA","Houston, TX",550
2324,SJC,IND,Delta Air Lines,263.17728,0,1924.5428119936262,"San Jose, CA","Indianapolis, IN",110
2325,SFO,IND,United Airlines,397.47633999999994,0,1943.374664218783,"San Francisco, CA","Indianapolis, IN",220
2326,SJC,IND,Southwest Airlines,288.38978,0,1924.5428119936262,"San Jose, CA","Indianapolis, IN",930
2327,OAK,IND,Southwest Airlines,292.07864,0,1933.331806638993,"Oakland, CA","Indianapolis, IN",960
2328,SFO,IND,Delta Air Lines,276.91258999999997,0,1943.374664218783,"San Francisco, CA","Indianapolis, IN",230
2329,SFO,IND,Southwest Airlines,272.27468,0,1943.374664218783,"San Francisco, CA","Indianapolis, IN",660
2330,SJC,IND,Southwest Airlines,275.10333,1,1924.5428119936262,"San Jose, CA","Indianapolis, IN",120
2331,SFO,IND,American Airlines,279.37331,0,1943.374664218783,"San Francisco, CA","Indianapolis, IN",150
2332,SMF,IND,Southwest Airlines,319.78762,1,1883.3770166813501,"Sacramento, CA","Indianapolis, IN",210
2333,SFO,IND,Frontier Airlines,176.53847,0,1943.374664218783,"San Francisco, CA","Indianapolis, IN",130
2334,SMF,IND,Delta Air Lines,328.86999,0,1883.3770166813501,"Sacramento, CA","Indianapolis, IN",130
2335,SMF,IND,Southwest Airlines,316.9595,0,1883.3770166813501,"Sacramento, CA","Indianapolis, IN",1210
2336,SJC,IND,American Airlines,366.20845999999995,0,1924.5428119936262,"San Jose, CA","Indianapolis, IN",130
2337,SFO,IND,United Airlines,348.50466,1,1943.374664218783,"San Francisco, CA","Indianapolis, IN",1560
2338,OAK,IND,Southwest Airlines,318.82229,1,1933.331806638993,"Oakland, CA","Indianapolis, IN",260
2339,SMF,IND,American Airlines,317.82463,0,1883.3770166813501,"Sacramento, CA","Indianapolis, IN",390
2399,SFO,JAX,Delta Air Lines,341.56289,0,2366.145692144732,"San Francisco, CA","Jacksonville, FL",690
2400,SMF,JAX,Delta Air Lines,375.36364,0,2324.281361163992,"Sacramento, CA","Jacksonville, FL",110
2401,SMF,JAX,Southwest Airlines,328.45523000000003,0,2324.281361163992,"Sacramento, CA","Jacksonville, FL",230
2402,SJC,JAX,Delta Air Lines,353.0111799999999,0,2341.717128942161,"San Jose, CA","Jacksonville, FL",170
2403,SMF,JAX,United Airlines,277.01234999999997,0,2324.281361163992,"Sacramento, CA","Jacksonville, FL",170
2404,SFO,JAX,American Airlines,281.45471,0,2366.145692144732,"San Francisco, CA","Jacksonville, FL",340
2405,SMF,JAX,American Airlines,379.96148999999997,0,2324.281361163992,"Sacramento, CA","Jacksonville, FL",200
2406,SFO,JAX,United Airlines,294.09699,0,2366.145692144732,"San Francisco, CA","Jacksonville, FL",100
2407,OAK,JAX,Southwest Airlines,321.385,0,2357.648081550785,"Oakland, CA","Jacksonville, FL",340
2512,OAK,MCI,Delta Air Lines,239.36362,0,1489.02186350853,"Oakland, CA","Kansas City, MO",110
2513,SMF,MCI,Southwest Airlines,238.35888,1,1442.040563393276,"Sacramento, CA","Kansas City, MO",270
2514,OAK,MCI,Southwest Airlines,236.55131000000003,1,1489.02186350853,"Oakland, CA","Kansas City, MO",3600
2515,SMF,MCI,Southwest Airlines,244.91551,0,1442.040563393276,"Sacramento, CA","Kansas City, MO",1850
2516,SJC,MCI,Southwest Airlines,177.34847,1,1479.011658290177,"San Jose, CA","Kansas City, MO",130
2517,SFO,MCI,United Airlines,304.04711,1,1498.848646435122,"San Francisco, CA","Kansas City, MO",1390
2518,SMF,MCI,American Airlines,277.17185,0,1442.040563393276,"Sacramento, CA","Kansas City, MO",490
2519,SFO,MCI,Southwest Airlines,272.59142,1,1498.848646435122,"San Francisco, CA","Kansas City, MO",140
2520,SMF,MCI,Delta Air Lines,238.89999,0,1442.040563393276,"Sacramento, CA","Kansas City, MO",100
2521,SJC,MCI,Southwest Airlines,237.29515,0,1479.011658290177,"San Jose, CA","Kansas City, MO",970
2522,SMF,MCI,American Airlines,222.11563999999998,1,1442.040563393276,"Sacramento, CA","Kansas City, MO",160
2523,SFO,MCI,Southwest Airlines,215.64019000000002,0,1498.848646435122,"San Francisco, CA","Kansas City, MO",520
2524,SJC,MCI,American Airlines,264.75763,0,1479.011658290177,"San Jose, CA","Kansas City, MO",210
2525,OAK,MCI,Southwest Airlines,282.35357000000005,0,1489.02186350853,"Oakland, CA","Kansas City, MO",390
2526,SFO,MCI,American Airlines,262.64737,0,1498.848646435122,"San Francisco, CA","Kansas City, MO",190
2683,SMF,LAS,Southwest Airlines,183.08824,0,397.43453497759185,"Sacramento, CA","Las Vegas, NV",510
2684,MRY,LAS,Allegiant Air,69.247496,1,374.8258979290704,"Monterey, CA","Las Vegas, NV",2000
2685,SFO,LAS,Southwest Airlines,104.69629,1,414.0067148508,"San Francisco, CA","Las Vegas, NV",18860
2686,SFO,LAS,JetBlue Airways,97.953391,1,414.0067148508,"San Francisco, CA","Las Vegas, NV",6040
2687,OAK,LAS,Allegiant Air,75.031745,1,407.39127042495585,"Oakland, CA","Las Vegas, NV",3780
2688,SMF,LAS,Southwest Airlines,174.25606,1,397.43453497759185,"Sacramento, CA","Las Vegas, NV",26630
2689,SFO,LAS,Virgin America,126.91794999999999,1,414.0067148508,"San Francisco, CA","Las Vegas, NV",24430
2690,OAK,LAS,Spirit Air Lines,62.339574,1,407.39127042495585,"Oakland, CA","Las Vegas, NV",9640
2691,SJC,LAS,JetBlue Airways,120.40908000000002,0,386.3272917170696,"San Jose, CA","Las Vegas, NV",220
2692,SFO,LAS,Alaska Airlines,91.632873,1,414.0067148508,"San Francisco, CA","Las Vegas, NV",4660
2693,SJC,LAS,Southwest Airlines,161.8417,0,386.3272917170696,"San Jose, CA","Las Vegas, NV",760
2694,SMF,LAS,JetBlue Airways,155.38461,0,397.43453497759185,"Sacramento, CA","Las Vegas, NV",520
2695,SJC,LAS,Southwest Airlines,128.27777,1,386.3272917170696,"San Jose, CA","Las Vegas, NV",39240
2696,STS,LAS,Allegiant Air,52.660131,1,453.9139488005611,"Santa Rosa, CA","Las Vegas, NV",1530
2697,OAK,LAS,JetBlue Airways,139.03126,0,407.39127042495585,"Oakland, CA","Las Vegas, NV",160
2698,SFO,LAS,Southwest Airlines,98.204744,0,414.0067148508,"San Francisco, CA","Las Vegas, NV",1370
2699,SJC,LAS,Delta Air Lines,128.84556,1,386.3272917170696,"San Jose, CA","Las Vegas, NV",8450
2700,SFO,LAS,United Airlines,135.40008,1,414.0067148508,"San Francisco, CA","Las Vegas, NV",24300
2701,SCK,LAS,Allegiant Air,75.782824,1,359.0773398349373,"Stockton, CA","Las Vegas, NV",11350
2702,OAK,LAS,Southwest Airlines,132.75055,1,407.39127042495585,"Oakland, CA","Las Vegas, NV",40120
2703,OAK,LAS,Southwest Airlines,139.17824,0,407.39127042495585,"Oakland, CA","Las Vegas, NV",680
2742,SMF,LIT,Southwest Airlines,263.90555,0,1645.840441019328,"Sacramento, CA","Little Rock, AR",630
2743,OAK,LIT,Southwest Airlines,243.5483,0,1681.1634426696248,"Oakland, CA","Little Rock, AR",350
2744,SJC,LIT,Southwest Airlines,250.10715000000002,0,1666.176626663264,"San Jose, CA","Little Rock, AR",280
2745,SFO,LIT,Southwest Airlines,268.36897999999997,0,1689.9062699373678,"San Francisco, CA","Little Rock, AR",200
3005,SMF,LGB,JetBlue Airways,109.32316999999998,1,387.2217466209197,"Sacramento, CA","Long Beach, CA",8030
3006,SFO,SNA,Skywest Airlines,101.37013000000002,1,371.7072806732961,"San Francisco, CA","Santa Ana, CA",770
3007,SMF,LAX,American Airlines,132.31355,1,372.684348216565,"Sacramento, CA","Los Angeles, CA",1180
3008,SFO,LAX,Southwest Airlines,112.3076,1,337.4551500911988,"San Francisco, CA","Los Angeles, CA",14790
3009,SMF,BUR,Southwest Airlines,165.06006000000002,1,358.3791813329551,"Sacramento, CA","Burbank, CA",19530
3010,SJC,SNA,Southwest Airlines,128.65393,1,341.9759045930273,"San Jose, CA","Santa Ana, CA",26310
3011,OAK,LAX,Delta Air Lines,122.56103999999999,1,337.12009355925863,"Oakland, CA","Los Angeles, CA",2130
3012,SMF,SNA,Southwest Airlines,162.0914,1,403.75107317190236,"Sacramento, CA","Santa Ana, CA",25830
3013,OAK,LAX,Southwest Airlines,114.47864999999999,1,337.12009355925863,"Oakland, CA","Los Angeles, CA",33380
3014,SJC,LAX,American Airlines,133.9036,1,307.93217257576464,"San Jose, CA","Los Angeles, CA",2230
3015,MRY,LAX,United Airlines,136.76811,1,266.3346771048639,"Monterey, CA","Los Angeles, CA",2070
3016,OAK,SNA,Southwest Airlines,147.00371,1,371.0012796739702,"Oakland, CA","Santa Ana, CA",25580
3017,MRY,LAX,Alaska Airlines,119.31818999999999,1,266.3346771048639,"Monterey, CA","Los Angeles, CA",110
3018,SFO,LAX,American Airlines,136.40275,1,337.4551500911988,"San Francisco, CA","Los Angeles, CA",5450
3019,SJC,LAX,Southwest Airlines,123.52901,1,307.93217257576464,"San Jose, CA","Los Angeles, CA",21200
3020,SJC,BUR,Southwest Airlines,122.34025,1,296.1979953141891,"San Jose, CA","Burbank, CA",18560
3021,SFO,ONT,United Airlines,146.49403,1,363.4648114267483,"San Francisco, CA","Ontario, CA",5030
3022,SFO,LAX,Alaska Airlines,90.413237,1,337.4551500911988,"San Francisco, CA","Los Angeles, CA",2190
3023,STS,SNA,Alaska Airlines,141.32837999999998,1,433.0298787436812,"Santa Rosa, CA","Santa Ana, CA",2360
3024,SMF,LAX,Southwest Airlines,129.6578,1,372.684348216565,"Sacramento, CA","Los Angeles, CA",20720
3025,OAK,ONT,Southwest Airlines,137.13336,1,361.8876845067264,"Oakland, CA","Ontario, CA",14510
3026,OAK,BUR,Southwest Airlines,141.01926000000003,1,325.18809358913535,"Oakland, CA","Burbank, CA",30630
3027,SJC,BUR,Skywest Airlines,85.936463,1,296.1979953141891,"San Jose, CA","Burbank, CA",3620
3028,OAK,LGB,JetBlue Airways,90.32556999999998,1,353.05961848830805,"Oakland, CA","Long Beach, CA",13530
3029,SJC,ONT,Southwest Airlines,124.85111,1,333.3775213931225,"San Jose, CA","Ontario, CA",9000
3030,SFO,LAX,United Airlines,141.47742,1,337.4551500911988,"San Francisco, CA","Los Angeles, CA",19930
3031,SFO,LAX,Virgin America,133.83805,1,337.4551500911988,"San Francisco, CA","Los Angeles, CA",21240
3032,SJC,LAX,Delta Air Lines,125.32865,1,307.93217257576464,"San Jose, CA","Los Angeles, CA",3560
3033,SFO,SNA,Southwest Airlines,110.39518,1,371.7072806732961,"San Francisco, CA","Santa Ana, CA",13600
3034,SFO,LGB,JetBlue Airways,89.71144,1,353.58213929298483,"San Francisco, CA","Long Beach, CA",12320
3035,SFO,BUR,United Airlines,170.68182000000002,1,325.9781797240757,"San Francisco, CA","Burbank, CA",3190
3036,SFO,SNA,United Airlines,148.40037999999998,1,371.7072806732961,"San Francisco, CA","Santa Ana, CA",10690
3037,SJC,SNA,Alaska Airlines,116.37146,1,341.9759045930273,"San Jose, CA","Santa Ana, CA",4940
3038,OAK,LAX,Spirit Air Lines,53.426576000000004,1,337.12009355925863,"Oakland, CA","Los Angeles, CA",6810
3039,STS,LAX,Alaska Airlines,131.87221000000002,1,399.5274065048931,"Santa Rosa, CA","Los Angeles, CA",4480
3040,SMF,LAX,Delta Air Lines,125.78598000000001,1,372.684348216565,"Sacramento, CA","Los Angeles, CA",2710
3041,SFO,LAX,Delta Air Lines,124.52309,1,337.4551500911988,"San Francisco, CA","Los Angeles, CA",4330
3042,SMF,ONT,Southwest Airlines,157.30121000000003,1,389.54197611315493,"Sacramento, CA","Ontario, CA",18160
3043,SMF,LAX,United Airlines,150.11482,1,372.684348216565,"Sacramento, CA","Los Angeles, CA",560
3044,OAK,LGB,Southwest Airlines,90.139478,1,353.05961848830805,"Oakland, CA","Long Beach, CA",10790
3045,SJC,LGB,JetBlue Airways,84.435844,1,323.9491959153031,"San Jose, CA","Long Beach, CA",12860
3046,SFO,BUR,Southwest Airlines,114.40834,1,325.9781797240757,"San Francisco, CA","Burbank, CA",6000
3087,SJC,SDF,Southwest Airlines,288.35785,0,1969.536413677371,"San Jose, CA","Louisville, KY",420
3088,SFO,SDF,Southwest Airlines,315.68635,0,1989.6102275509602,"San Francisco, CA","Louisville, KY",300
3089,SMF,SDF,Southwest Airlines,349.22248999999994,0,1932.974298985707,"Sacramento, CA","Louisville, KY",400
3090,OAK,SDF,Southwest Airlines,310.62424,0,1979.823324750195,"Oakland, CA","Louisville, KY",590
3108,SJC,MSN,United Airlines,354.69232,0,1756.598023914412,"San Jose, CA","Madison, WI",130
3109,SFO,MSN,Delta Air Lines,299.43182,0,1772.2526279324911,"San Francisco, CA","Madison, WI",220
3110,SFO,MSN,United Airlines,311.84847,0,1772.2526279324911,"San Francisco, CA","Madison, WI",330
3151,SMF,MEM,Southwest Airlines,289.75293999999997,0,1760.714320531729,"Sacramento, CA","Memphis, TN",170
3152,OAK,MEM,Southwest Airlines,286.87601,0,1798.316196203956,"Oakland, CA","Memphis, TN",400
3153,SMF,MEM,American Airlines,294.61637,0,1760.714320531729,"Sacramento, CA","Memphis, TN",220
3154,SFO,MEM,American Airlines,264.88364,0,1807.272748142976,"San Francisco, CA","Memphis, TN",110
3155,SFO,MEM,United Airlines,266.19077,0,1807.272748142976,"San Francisco, CA","Memphis, TN",130
3156,SFO,MEM,Delta Air Lines,331.42002,0,1807.272748142976,"San Francisco, CA","Memphis, TN",370
3157,SJC,MEM,Southwest Airlines,288.74667,0,1784.158311411646,"San Jose, CA","Memphis, TN",120
3158,SJC,MEM,American Airlines,301.13442000000003,0,1784.158311411646,"San Jose, CA","Memphis, TN",270
3374,SFO,FLL,Virgin America,184.46645,0,2583.5282083377897,"San Francisco, CA","Fort Lauderdale, FL",450
3375,SFO,FLL,United Airlines,227.40302000000003,1,2583.5282083377897,"San Francisco, CA","Fort Lauderdale, FL",2460
3376,SFO,FLL,Delta Air Lines,237.70111000000003,0,2583.5282083377897,"San Francisco, CA","Fort Lauderdale, FL",360
3377,SFO,MIA,Delta Air Lines,295.64513999999997,0,2585.010598372008,"San Francisco, CA","Miami, FL",350
3378,SFO,PBI,American Airlines,270.56501000000003,0,2566.6046521492567,"San Francisco, CA","West Palm Beach/Palm Beach, FL",280
3379,SJC,MIA,American Airlines,317.51543999999996,0,2558.770049784242,"San Jose, CA","Miami, FL",110
3380,SJC,FLL,Southwest Airlines,284.89373,0,2557.419789632034,"San Jose, CA","Fort Lauderdale, FL",240
3381,SFO,PBI,Delta Air Lines,308.92334,0,2566.6046521492567,"San Francisco, CA","West Palm Beach/Palm Beach, FL",330
3382,SMF,FLL,United Airlines,275.40133,1,2549.3172979060378,"Sacramento, CA","Fort Lauderdale, FL",150
3383,SFO,MIA,United Airlines,262.19604,1,2585.010598372008,"San Francisco, CA","Miami, FL",4290
3384,SFO,MIA,American Airlines,264.32581,1,2585.010598372008,"San Francisco, CA","Miami, FL",7540
3385,SFO,FLL,Virgin America,251.16982000000004,1,2583.5282083377897,"San Francisco, CA","Fort Lauderdale, FL",3820
3386,SMF,FLL,Southwest Airlines,292.55869,0,2549.3172979060378,"Sacramento, CA","Fort Lauderdale, FL",680
3387,OAK,FLL,Spirit Air Lines,174.07401000000002,0,2575.778395425587,"Oakland, CA","Fort Lauderdale, FL",100
3388,SMF,MIA,United Airlines,291.24088,0,2551.486107182612,"Sacramento, CA","Miami, FL",230
3389,SJC,MIA,Delta Air Lines,253.01666000000003,0,2558.770049784242,"San Jose, CA","Miami, FL",120
3390,SMF,PBI,American Airlines,354.22683,0,2531.13256329711,"Sacramento, CA","West Palm Beach/Palm Beach, FL",190
3391,SJC,FLL,American Airlines,308.70001,0,2557.419789632034,"San Jose, CA","Fort Lauderdale, FL",150
3392,SJC,PBI,American Airlines,302.62748999999997,0,2540.747326070488,"San Jose, CA","West Palm Beach/Palm Beach, FL",120
3393,SMF,PBI,Delta Air Lines,474.27273,0,2531.13256329711,"Sacramento, CA","West Palm Beach/Palm Beach, FL",110
3394,SFO,FLL,United Airlines,250.47486,0,2583.5282083377897,"San Francisco, CA","Fort Lauderdale, FL",1050
3395,OAK,FLL,Southwest Airlines,330.98166,0,2575.778395425587,"Oakland, CA","Fort Lauderdale, FL",540
3396,SFO,FLL,Alaska Airlines,188.05256999999997,1,2583.5282083377897,"San Francisco, CA","Fort Lauderdale, FL",780
3397,SFO,FLL,JetBlue Airways,257.2526,1,2583.5282083377897,"San Francisco, CA","Fort Lauderdale, FL",4810
3398,SMF,MIA,American Airlines,334.93698,0,2551.486107182612,"Sacramento, CA","Miami, FL",730
3399,SMF,FLL,United Airlines,255.67667000000003,0,2549.3172979060378,"Sacramento, CA","Fort Lauderdale, FL",270
3400,SFO,MIA,American Airlines,269.6121,0,2585.010598372008,"San Francisco, CA","Miami, FL",620
3401,SJC,MIA,United Airlines,281.63846,0,2558.770049784242,"San Jose, CA","Miami, FL",130
3402,SMF,FLL,American Airlines,366.5678,0,2549.3172979060378,"Sacramento, CA","Fort Lauderdale, FL",410
3403,SFO,FLL,Southwest Airlines,250.92776000000003,0,2583.5282083377897,"San Francisco, CA","Fort Lauderdale, FL",310
3404,SMF,MIA,Delta Air Lines,363.82388999999995,0,2551.486107182612,"Sacramento, CA","Miami, FL",180
3405,SFO,FLL,American Airlines,322.44134,0,2583.5282083377897,"San Francisco, CA","Fort Lauderdale, FL",150
3406,SFO,MIA,United Airlines,255.16424,0,2585.010598372008,"San Francisco, CA","Miami, FL",730
